symbol,type,comment,profit,fee,0
NZDCAD,0,python script cl,-2.57,0.0,1
NZDCAD,0,python script cl,-2.68,0.0,1
NZDCAD,0,python script cl,-2.81,0.0,1
NZDCAD,0,python script cl,-2.83,0.0,1
NZDCAD,0,python script cl,-2.86,0.0,1
NZDCAD,0,python script cl,-3.32,0.0,1
AUDJPY,0,Python AADI M15,0.0,0.0,1
NZDCAD,0,python Split,0.29,0.0,1
NZDCAD,0,[sl 0.89932],0.0,0.0,1
NZDCAD,0,[sl 0.87536],-0.05,0.0,1
NZDCAD,0,[sl 0.87533],0.0,0.0,1
NZDCAD,0,[sl 0.87525],-0.13,0.0,1
NZDCAD,0,[sl 0.87513],-0.21,0.0,1
NZDCAD,0,[sl 0.87511],-0.22,0.0,1
NZDCAD,0,[sl 0.87508],-0.25,0.0,1
NZDCAD,0,[sl 0.87502],-0.29,0.0,1
NZDCAD,0,[sl 0.87493],0.0,0.0,1
NZDCAD,0,HOLD,8.61,0.0,1
NZDCAD,0,HOLD,8.4,0.0,1
NZDCAD,0,HOLD,8.29,0.0,1
NZDCAD,0,HOLD,7.43,0.0,1
NZDCAD,0,HOLD,2.74,0.0,1
NZDCAD,0,HOLD,2.7,0.0,1
NZDCAD,0,HOLD,2.69,0.0,1
NZDCAD,0,HOLD,2.48,0.0,1
NZDCAD,0,HOLD,2.46,0.0,1
NZDCAD,0,HOLD,2.41,0.0,1
NZDCAD,0,[sl 0.87535],-0.06,0.0,1
NZDCAD,0,[sl 0.87743],0.0,0.0,1
NZDCAD,0,[sl 0.89930],0.0,0.0,1
NZDCAD,0,[sl 0.87750],0.0,0.0,1
NZDCAD,0,[sl 0.89928],-0.01,0.0,1
NZDCAD,0,[sl 0.89918],-0.03,0.0,1
NZDCAD,0,[sl 0.89909],0.0,0.0,1
NZDCAD,0,[sl 0.89901],-0.01,0.0,1
NZDCAD,0,[sl 0.89897],0.0,0.0,1
NZDCAD,0,[sl 0.89890],0.0,0.0,1
NZDCAD,0,[sl 0.89889],0.0,0.0,1
NZDCAD,0,[sl 0.89863],-0.03,0.0,1
NZDCAD,0,[sl 0.89843],-0.01,0.0,1
NZDCAD,0,[sl 0.89843],-0.07,0.0,1
NZDCAD,0,[sl 0.89839],0.0,0.0,1
NZDCAD,0,[sl 0.89836],0.0,0.0,1
NZDCAD,0,[sl 0.89825],-0.01,0.0,1
NZDCAD,0,[sl 0.89758],-0.01,0.0,1
NZDCAD,0,[sl 0.89757],0.0,0.0,1
NZDCAD,0,[sl 0.87774],0.0,0.0,1
NZDCAD,0,[sl 0.87754],0.0,0.0,1
NZDCAD,0,python script cl,0.67,0.0,1
NZDCAD,0,python script cl,0.77,0.0,1
NZDJPY,0,[sl 77.192],0.39,0.0,1
NZDJPY,0,[sl 77.047],0.31,0.0,1
NZDJPY,0,[sl 77.074],0.4,0.0,1
NZDJPY,0,[sl 77.069],0.16,0.0,1
NZDJPY,0,[sl 77.059],0.32,0.0,1
NZDJPY,0,[sl 77.059],0.31,0.0,1
NZDJPY,0,[sl 77.051],0.31,0.0,1
NZDJPY,0,[sl 77.051],0.29,0.0,1
NZDJPY,0,[sl 77.051],0.15,0.0,1
NZDJPY,0,[sl 77.049],0.32,0.0,1
NZDJPY,0,[sl 77.044],0.29,0.0,1
NZDCAD,0,python script cl,0.92,0.0,1
NZDJPY,0,[sl 77.041],0.18,0.0,1
NZDJPY,0,[sl 77.040],0.31,0.0,1
NZDJPY,0,[sl 77.023],0.64,0.0,1
NZDJPY,0,[sl 77.014],0.65,0.0,1
NZDJPY,0,[sl 76.975],0.59,0.0,1
NZDJPY,0,[sl 76.964],0.65,0.0,1
NZDJPY,0,[sl 76.932],0.52,0.0,1
AUDJPY,0,HOLD,0.49,0.0,1
NZDJPY,0,[sl 77.078],0.43,0.0,1
NZDJPY,0,[sl 77.115],0.36,0.0,1
NZDJPY,0,[sl 77.136],0.67,0.0,1
NZDJPY,0,[sl 77.143],0.4,0.0,1
NZDJPY,0,[sl 77.190],0.37,0.0,1
NZDJPY,0,[sl 77.190],0.12,0.0,1
NZDJPY,0,[sl 77.184],0.43,0.0,1
NZDJPY,0,[sl 77.183],0.4,0.0,1
NZDJPY,0,[sl 77.181],0.05,0.0,1
NZDJPY,0,[sl 77.179],0.4,0.0,1
NZDJPY,0,[sl 77.176],0.13,0.0,1
NZDJPY,0,[sl 77.173],0.08,0.0,1
NZDJPY,0,[sl 77.169],0.39,0.0,1
NZDJPY,0,[sl 77.165],0.31,0.0,1
NZDJPY,0,[sl 77.163],0.4,0.0,1
NZDJPY,0,[sl 77.150],0.42,0.0,1
NZDJPY,0,[sl 77.146],0.32,0.0,1
NZDJPY,0,[sl 77.145],0.4,0.0,1
NZDJPY,0,[sl 77.145],0.29,0.0,1
NZDJPY,0,[sl 77.144],0.31,0.0,1
NZDJPY,0,[sl 77.144],0.28,0.0,1
NZDJPY,0,HOLD,10.3,0.0,1
NZDJPY,0,HOLD,9.96,0.0,1
NZDJPY,0,HOLD,7.689999999999999,0.0,1
NZDJPY,0,HOLD,1.33,0.0,1
NZDJPY,0,HOLD,0.91,0.0,1
NZDJPY,0,HOLD,0.88,0.0,1
NZDCAD,1,Renf Split,0.0,0.0,1
AUDJPY,0,HOLD,0.5,0.0,1
AUDJPY,0,HOLD,0.89,0.0,1
NZDCAD,0,python script cl,4.37,0.0,1
NZDCAD,0,python script cl,4.34,0.0,1
NZDCAD,0,python script cl,4.33,0.0,1
NZDCAD,0,python script cl,4.32,0.0,1
NZDCAD,0,python script cl,4.31,0.0,1
NZDCAD,0,python script cl,1.92,0.0,1
NZDCAD,0,python script cl,1.87,0.0,1
NZDCAD,0,python script cl,1.85,0.0,1
NZDCAD,0,python script cl,1.66,0.0,1
NZDCAD,0,python script cl,1.64,0.0,1
NZDCAD,0,python script cl,1.63,0.0,1
NZDCAD,0,python script cl,1.21,0.0,1
NZDJPY,0,HOLD,0.92,0.0,1
NZDJPY,0,HOLD,1.41,0.0,1
NZDJPY,0,HOLD,6.77,0.0,1
NZDJPY,0,HOLD,1.44,0.0,1
NZDJPY,0,HOLD,5.91,0.0,1
NZDJPY,0,HOLD,5.87,0.0,1
NZDJPY,0,HOLD,5.47,0.0,1
NZDJPY,0,HOLD,5.39,0.0,1
NZDJPY,0,HOLD,3.8,0.0,1
NZDJPY,0,HOLD,2.72,0.0,1
NZDJPY,0,HOLD,2.71,0.0,1
NZDJPY,0,HOLD,2.69,0.0,1
NZDJPY,0,HOLD,2.68,0.0,1
NZDJPY,0,HOLD,2.51,0.0,1
NZDJPY,0,HOLD,2.42,0.0,1
NZDJPY,0,HOLD,1.76,0.0,1
NZDJPY,0,HOLD,1.62,0.0,1
NZDJPY,0,HOLD,1.6,0.0,1
NZDJPY,0,HOLD,1.54,0.0,1
NZDJPY,0,HOLD,1.51,0.0,1
NZDJPY,0,HOLD,1.5,0.0,1
NZDJPY,0,python Split,11.14,0.0,1
